ItemID,label,tweet
214,0,- @JuicyJones I know.. SOLD OUT though. 
217,0, @katiedontcry should get on aim and talk to me. i miss her.
220,0, @kvetchingeditor's kashrut convo makes me want to keep more kosher but my roomies catholic &amp; he has a pork loin in the fridge #kosherFAIL
221,0, @Leloz isn't home neither is @sozi1 ... @althani96 U BETTER HAVE IT!!!
223,0,"- @littlecharva - I'm immune to dentists' drills etc now, it just doesn't bother me at all. Having gum lift surgery next week tho *eek* "
224,0, @lolife4life where r u tonite im still awake!
225,0, @lorinimus hates Bebot App
234,0, @Oneshine What are u referring to?
235,0, @plmusic22
239,0,                                     I miss her so much already...
240,0,               just practising.....how I feel       
241,0,            Miss my love Jamie
242,0,          FUCK YOU!
243,0,        my head feels like a bowling ball
244,0,        my heart hurts badly...
245,0,       FS keeps crashing when I try to load Bungie plane.
246,0,      My current headset is on its deathbed now!  My dad gave it to me just 3 weeks back!    
247,0,     ....    My mood is currently BLAH . Sitting in a parking lot
249,0,    ...that is all.
250,0,    everyone went home. and not everyone was even here! ~CMF &lt;3
251,0,    fed up....
252,0,"    fuck, fuck, fuuuuck!"
253,0,"    Not feeling it today     And to make matters worst its super nasty and rainy outside, YUCK!"
254,0,   @Beansummer
255,0,"   Awwwwwh  i wanted Aiden Davis 2 WIN, i &lt;3 him so bummed he didnt "
256,0,   bed time now....
258,0,"   Friends like these ... no thanks, I'm not fake! ^ ^"
260,0,   i think my bf is cheating on me!!!!     
262,0,   i want an octo drive
263,0,"   I want to display my pretty voltron!  Upside, I get two pretty voltrons!"
264,0,   i want to find a way to put my photos on phone here i have Bluetooth in both phone and computer but it doesn't work
265,0,   IN an effort to bring you the best content we just added at lease 30 hours to the release of The digital Rapture.  soon... hang tight
266,0,  --- is our response to what happened today. and that is all.
267,0,"   J, you are right... it hurts."
268,0,"   kinda but not really, but kinda "
269,0,"   let's have a moment of silence for our childhood homes... sadly, it can't be replaced and we can never go back"
273,0,"   No man is worth your tears, and the one that is won't make you cry!"
274,0,   rain rain go away!
275,0,   storms are scary!
277,0,   Tell those girls your clocking out lol
279,0,   the batt to my internet connection died.  Guess its back to the mobile!
282,0,   www.apple.com/iphone now has it for the 18th   
283,0,  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot 
284,0,  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l
285,0,                                           exhausted
286,0,          i want some ben&amp;jerrys cake batter please ugh
288,0,"        wish ella was on or somebody,,,,"
290,0,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
291,0,      what the hell BBC?
292,0,     #canucks
293,0,     I dont like this weekend.. Huhuhu ( (
294,0,     I'll get on it right away!
299,0,    ...lonely night
300,0,    blue does not work      
301,0,    geez I'm feeling their pain
302,0,    i miss my summertime daley.
303,0,"    on the computer ... . . . . . . *ill*    lol,       no fuckin goin to portugal        "
306,0,    UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
307,0,   #Battleground
309,0,   Awwwwwh  i wanted Aiden Davis 2 WIN  i &lt;3 him so bummed he didnt 
310,0,   Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html
311,0,   eh  must leave New Mexico and soon!
312,0,   fail maths  i knew it i was just too slow 
313,0,"   From Gongwer OH Report, sounds like leadership still considering library cuts, not considering tax increases. #saveohiolibraries"
314,0,   fuck sake. Why can things never work out for me?
315,0,"-   going in town toda_ with m_ cousinnn, [_]     netball match was cancelledd "
316,0,   hoping to see my baby girl
317,0,   i don't even know.
318,0,   I just lost a member of my family 
319,0,   I'm SICK of bedtime battles   
320,0,   i'm so cold this morning......       i have chills all over.....   
321,0,   Just... 
322,0,   No no no. Tonight goes on the books as the worst SYTYCD results show.
323,0,   no shopping   
324,0,"  - Poor lil mousey, just out enjoying the sunny day. I don't think I'd feel so bad if it was a big gnarly rat though. Dbl standard? Yep."
325,0,  -- that's an EPIC sad face.
326,0,   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c
328,0,   wanna go meet wifey but can't....  this sux   :'(
329,0,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata 
331,0,  #IranElection - no one realizes how deep this goes.
332,0,  &gt;. Bodies from Air France crash have been found  http://twurl.nl/dvu8be (via @Paisano )
333,0,"  &lt; that is the story of my life, a whole bunch of frownies!"
334,0,               I HAVE NOOOOOOOOOO FRIENDS ON TWITTER IT MAKES ME SAD WILL SOMEONE FOLLOW ME      
335,0,             i just want to hear from you. i guess that's asking too much..
337,0,       i really2 don't like this condition. sucksssssss
338,0,"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!"
339,0,      rinitis sucks!!!!!
341,0,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.
342,0,     &lt;- but mustache man is not that desperate
343,0,     &lt;--------- my face because i'm missing zoro tonight.
344,0,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
345,0,     angry
347,0,     sry matt 2 hear that (
348,0,     what the fucccckkkkkkkkkk
349,0,    Bye World!!!!!!
350,0,    i couldnt even have one fairytale night
351,0,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
352,0,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck"
353,0,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess"
354,0,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..
355,0,   (must i say more?)
356,0,   *old me's dead and gone*
357,0,   ... have to go now ??? 13 more minutes   ... please please please
361,0,   awwwww i really hate this.
362,0,   bad day.
363,0,   bad day.....damn you @311. What kind of ticket sale was that.....
364,0,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
365,0,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
366,0,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
367,0,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
368,0,   CRY CRY CRY   
369,0,   F**kn day...
370,0,   Goodnight   
371,0,   grandma is very sick. not doing well. going to the emergency room.
373,0,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
374,0,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
375,0,   I hate you forever.
377,0,   i missed it
378,0,   i still Feel like a Douchebag
383,0, @sommacolada never answering my im's
385,0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
391,0, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
392,0, @va_songstress broke my twitter..
393,0, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
395,0, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
397,0, @zochula just yelled at me for picking apple store over food.
400,0, 1 of me cats kittens died only 3 days old too..RIP ming.
401,0, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
403,0, 3 hrs on da phone...lol dude is hilarious
405,0, 5 gb of video to upload to utube :O dam sony vegas making it so big 
406,0, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
407,0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
409,0,=- A couple years of sickness all piled up to this one day
411,0," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite"
413,0, A_ just got the same handshake in her meeting. Vibe here sucks
415,0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
416,0,  alice is beating be at my scooby doo board game!
418,0,  anyone have any advice on how to cope with a break up?
419,0,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! "
422,0,  but i understand.
423,0,  cars being inspected today gonna cost me over 600 dollars 
424,0,  e is OUT!
425,0,  everythings wrong.
426,0,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
429,0,  friends dying is just horrible.
433,0,  He was the best there.
434,0,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
435,0,  I dont want my sister to leave me for the whole summer!
436,0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
437,0, - i just spilt the last of my jordans cereal on the floor i__ distraught http://tumblr.com/xxw2329lh
438,0,  I miss my family and friends.
439,0,  I see I missed the nectar sucking dirty talk ;)
440,0,  I want a freaking puppy now! A cute little black yorkshire terrier.
441,0, - I want irissa back http://tumblr.com/xpn1wrj48
442,0,  I'm glad diversity got through...but what about stavros!  
444,0,  I'm out of Nutella  
445,0,  is it rlly tht serious? I'm abt to go thru my fonebook...
447,0,  it is on environmental studies and driving me mental
448,0,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
450,0,  Just found a bone in my chicken nugget    Not cool
451,0," - Like I said, my back still fucking hurts and I__ going to complain about it like no one__ business.... http://tumblr.com/x6n25amd5"
453,0,  my aunties dog is getting put down  hes my dogs brother aswell 
454,0," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
455,0,  my head is killing meee
456,0," - My name is Amy. I�_ only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
457,0," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
458,0, «Confirmed: Missing Air France Flight 447 has Crashed in the Atlantic»: http://bit.ly/BxdVL
459,0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
460,0, about school....... it will all be over soon can't wait to celebrate            STRES till then
463,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
464,0, AFI are not at reading til sunday this sucks !!!!!!!!!
465,0," after a crap night was looking forward to being cheered up, but no. Never mind."
466,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
469,0," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness."
470,0," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
471,0, all day.. no play.
472,0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
473,0, all I want is my ma in my arms  that's all I want is you in my arms
474,0, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
475,0, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
477,0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
478,0, allison didnt win. She should have.
479,0, almost time to leave.
480,0, already getting sleepy...I really want to get my psych quizzes done tonight...
485,0," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
486,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
488,0, And how can you mend a broken heart?   _ http://blip.fm/~8k7kl
489,0, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
490,0, and i was just starting to get confident in myself! you have torn me down!
492,0, another 45 mins....
493,0, another early day
494,0, another father's day weekend I don't get to spend with my dad..
496,0, anticipating a tough day ahead
497,0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
499,0, - ?oVe&lt;33
500,0,  6:30...what's wrong wit it?
501,0, - alergic... nose itchy and eyes burning... Hope It's getting better soon....
502,0,  and they KEEP on coming!   xox
503,0,  Another expensive weekend trip to the vet.
504,0,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
505,0,  but chilli prawns will make the pain better...
506,0,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. _
507,0,  DD has pinkeye...not fun.
508,0, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
509,0,  feeling hopeless and useless.
510,0,  forgot my lunch at home
511,0,  General Motors sold hummer :S :S
513,0,  goodnight..
514,0,  gooood night!!   must prepare for tomorrows meeting now
515,0, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn i__... http://tumblr.com/xzp224xgj
519,0,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist
520,0,  I am actually crying now because of sore throat.
521,0," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
522,0,  i miss my brother.. i worry about him.
523,0,"  i need to think of something else, first. "
524,0,  i wanted julian to win!
526,0,  jus got some bad news
528,0,  just mean
530,0, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp
531,0,"  ''Love, save the empty''"
532,0,  my camera broke !
534,0,  my parents left
535,0,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!"
536,0,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts."
537,0,  nothing....
538,0,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx
540,0, - server problems - motivating me to change hosting providers though... #fb
541,0,  shakes head
542,0,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
543,0,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?
544,0,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .
545,0,  myspace peOplE  can get really angry if I don't answer them right away... JA!
546,0,  never get any photo comments on m space and more
548,0,  no tickets in germany for the miley cyrus tour.. 
549,0,"  photo shoot rained out...  oh well, back to post!"
551,0,  RIP Charles J ...the world is with one less fine fellow
552,0,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. 
554,0,  so bored
555,0,  so much for a good weekend
557,0,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.
558,0, - thelovelybones: I plan on owning this _don__ judge me. http://tumblr.com/xr0238tmq
559,0,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
560,0, - ticketsandpassports: _lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
561,0,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
562,0,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.
563,0,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
564,0,  when will RB2 get an australian release date???
565,0," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G."
568,0, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8
570,0, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH
572,0, #p1wimax no signal detected here at the gardens
573,0, #trackle
577,0, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail
580,0, &quot;It's raining again&quot; (c) Supertramp
582,0, &quot;you have to do it all alone&quot;
583,0," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia"
584,0," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self"
585,0, are you ok @zheyamada ?
586,0," Argh, the speakers on my Macbook are screwing up, and slowly dying."
588,0, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .
589,0, at last night 
593,0, at work ! Fuck !
594,0, at work and got loads to do b4 I leave today. Toodles lufflies xxx
595,0, attempting to get other people on twitter(other than cate)  to talk to me but it is failing
596,0, Aw. Toy Story 3 is coming out NEXT year.
598,0, awesome  http://twitpic.com/6ikhd
601,0, AWW I GOTA DO HOMEWORK
602,0, aww someone borrowed it without telling me.
603,0, Awww derek is at work back to making kandie with the little ones  :o
604,0, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.
605,0, baby died last night. @$%%$# day.
606,0, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..
609,0,"=- back from cali , missing itttttt"
610,0,=- back pain
612,0, bad day 2day. Broken glasses  rainy weather  uof
613,0, bad night for the pens
614,0, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
616,0,' bank account is negative $118... 
619,0, bcd's closed! i guess nodaji it is.
620,0,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
621,0, bed time......................................................
622,0, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D
624,0, being afraid of food is an eating disorder right?
625,0, being told im beautiful doesnt make my tummy better
626,0, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
627,0,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny"
630,0,  The iPhone will be out of commission for a while.
632,0,  Things are not good in my head. I may not be around a lot this weekend.
635,0,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
637,0,  twitter wont let me send replies today - boo hoo
639,0,  ughhh..
640,0,  UVA baseball...   Come on boys you can do it
641,0,  water works are gonna start
642,0," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
643,0,"  well, I guess I knew it was going to break sometime..."
645,0,  why is it raining?
646,0,  why me?
651,0, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
654,0,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - 
